code,product_name,brands,categories,ingredients_text,quantity
3574661215341,Deep Clean,"Johnson & Johnson, Neutrogena, Santé Beauté France",Micellar water,"Aqua, methyl gluceth-20, polysorbate 20, butylene glycol, hydrolyzed hyaluronic acid, magnesium aspartate, zinc gluconate, copper gluconate, panthenol, poloxamer 184, citric acid, sodium citrate, sodium methylparaben, DMDM hydantoin, sodium ethylparaben, sodium propylparaben, phenoxyethanol, BHT.",200 ml
3282779178624,Trixéra+,"Eau thermale Avène, Pierre Fabre","Body, Cleansers, Shower gels","Avène thermal spring water (Avene Aqua), water (aqua), PEG-7 Glyceryl Cocoate, Disodium Laureth Sulfosuccinate, Coco-Glucoside, Disodium Cocoamphodiacetate, Cocamide Mipa, PEG-25 Hydrogenated Castor Oil, Oenothera Biennis (evening primrose) oil (Oenothera biennis oil), PEG-120 Methyl Glucose Dioleate, PEG-200 Hydrogenated Glyceryl Palmate, Chlorphenesin, Citric Acid, Disodium EDTA, Glycerin, Glycine Soja (soybean), Glycine Soja (soybean) seed extract (glycine soja extract), Pentylrhamnosides, Phenoxyethanol.",400 ml
3600521425053,Derma genèse - Révélateur de jeunesse cellulaire - Lait nettoyant velours,"L'Oréal Paris, L'Oréal Dermo-Expert",Cleansing milks,"AQUA / WATER, BUTYLENE GLYCOL, ISOHEXADECANE, ETHYLHEXYL PALMITATE, ETHYLHEXYL STEARATE, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, BENZYL ALCOHOL, CAPRYLIC/CAPRIC TRIGLYCERIDE, CAPRYLOYL SALICYLIC ACID, CAPRYLYL GLYCOL, IMIDAZOLIDINYL UREA, METHYLPARABEN, SODIUM ACRYLATES COPOLYMER, SODIUM HYALURONATE, PARFUM / FRAGRANCE. (FIL B30163/1)",200 mL
3560070882090,25 lingettes démaquillantes fraîcheur,Carrefour,"Cleansers, Moist wipes","AQUA, PROPYLENE GLYCOL, PEG-7 GLYCERYL COCOATE, GLYCERIN, SODIUM BENZOATE, BENZYL ALCOHOL, ISOPROPYL PALMITATE, POTASSIUM SORBATE, PEG-40 HYDROGENATED CASTOR OIL, PARFUM, CITRIC ACID, TOCOPHERYL ACETATE, ALLANTOIN, PUNICA GRANATUM FRUIT EXTRACT, SORBIC ACID.",25 lingettes
3178040680876,Eau démaquillante,Diadermine,Cleansing waters,"Aqua, Mentha Piperita Flower Water (Eau de menthe poivrée), Glycerin, Cocamidopropyl Betaine, Tilia Platyphyllos Flower Water (Eau florale de tilleul), Sodium Chloride, Citric Acid, Vitis Vinifera Bud Extract (Extrait de bourgeon de vigne), Sodium Benzoate",200 ml
3178040253070,"Eau Démaquillante Express 3 en 1 Visage, Yeux et Lèvres",Diadermine,Cleansing waters,"Aqua, Dipropylene Glycol, Hexanediol, Poloxamer 184, Glycerin, Panthenol, Sorbitol, PEG-40 Hydrogenated Castor Oil, Trideceth-9, Parfum, Calcium Pantothenate, Pantolactone, Camellia Sinensis Leaf Extract, Propylene Glycol, Sodium Benzoate, Citric Acid, BHT, Polysorbate 20",200 ml
4005808583546,Dermato clean lotion clarifiante,Eucerin,"Cleansers, Face lotions","Aqua, Dipropylene Glycol, Glyceryl Glucoside, Glycérine, Sodium Hyaluronate, Decyl Glucoside, Sodium Citrate, Citric Acid, Cocamidopropyl Betaine, Trisodium EDTA, Sodium Chloride, 1,2-Hexanediol, Phenoxyethanol",200 ml
3600522365884,Solution Micellaire,L'Oréal Paris,Micellar water,"AQUA / WATER, HEXYLENE GLYCOL, GLYCERIN, POLOXAMER 184, DISODIUM COCOAMPHODIACETATE, DISODIUM EDTA, POLYAMINOPROPYL BIGUANIDE. (F.I.L B54894/2).",200 ml
3178040694156,Lotion micellaire démaquillante Haute Tolérance,Diadermine,Micellar water,Aqua • Rosa Damascena Flower Water • Laurus Nobilis Leaf/Stem Water • Poloxamer 184 • Glycerin • Panthenol • Cocamidopropyl Betaine • PEG-40 Hydrogenated Castor Oil • Sodium Chloride • Citric Acid • Pantolactone • Sodium Benzoate • Potassium Sorbate,200 ml
3378872083498,Lait démaquillant ultra-fondant,Sephora,Cleansing milks,,50mL
4059729338792,Primer Serum,essence,"serums, ro:make up, ro:primer, ro:ser",,
4260524941487,Vitamin C serum,Nø cosmetics,serums,,1pcs
3045204802859,SUN Spray Protecteur Hydratation SPF50,Ecran,Sunscreen,"AQUA (WATER), DIBUTYL ADIPATE, OCTOCRYLENE, BUTYL METHOXYDIBENZOYLMETHANE, ETHYLHEXYL SALICYLATE, DIPROPYLENE GLYCOL DIBENZOATE, ETHYLHEXYL TRIAZONE, PROPANEDIOL, PHENYLBENZIMIDAZOLE SULFONIC ACID SODIUM STEAROYL GLUTAMATE, POLYESTER-7, NEOPENTYL GLYCOL DIHEPTANOATE TRIACONTANYL PVP, TOCOPHEROL PHOSPHATE, DIPOTASSIUM SALT, PHENOXYETHANOL, SODIUM HYDROXIDE, ARGININE, CAPRYLYL GLYCOL, HYDROXYACETOPHENONE, TITANIUM DIOXIDE, TOCOPHERYL ACETATE, POLOXAMER 407, PPG-12/SMDI COPOLYMER, POLYGLYCERYL-2 CAPRATE, SUCROSE STEARATE, SIMMONDSIA CHINENSIS SEED OIL, STEARIC ACID, ALUMINA, XANTAN GUM, LACTIC ACID, LECITHIN, SCLEROTIUM GUM, PULLULAN, SILICA, SODIUM PHYTATE, SQUALANE, ETHYLHEXYLGLYCERIN, GLYCERYL CAPRYLATE, PARFUM (FRAGRANCE), ALPHA-ISOMETHYL-IONONE, CITRONELLOL, COUMARIN, GERANIOL, LIMONENE, LINALOOL, GERANYL ACETATE, HEXAMETHYLINDA - NOPYRAN, JUNIPERUS VIRGINIANA OIL, LINALYL ACETATE, PELARGONIUM GRAVEOLENS FLOWER OIL, TERPINEOL.",200 ml
4005900462060,"Sun protect & bronze, spray, SPF20","Nivea, Nivea Sun",Sunscreen,"Alcohol Denat, Caprylic/Capric Triglyceride, C12-15 Alkyl Benzoate, Butylene Glycol Dicaprylate/Dicaprate, Dibutyl Adipate, Ethylhexyl Salicylate, Glycerin, Butyl Methoxydibenzoylmethane, Dicaprylyl Carbonate, Acrylates/ Octylacrylamide Copolymer, Ethylhexyl Triazone, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Gly-cyrrhetinic Acid, Tocopheryl Acetate, Tocopherol, Aqua, Limonene, Linalool, Benzyl Alcohol, Alpha-Isomethyl lonone, Citronellol, Geraniol, Ethyl Benzoate, Methyl Benzoate, Parfum",200 ml
4005900370556,"Protect & Moisture Spray, SPF15","Nivea, Nivea Sun",Sunscreen,"Aqua, Alcohol Denat., Glycerin, Ethylhexyl Salicylate, Isopropyl Pal mitate, Dibutyl Adipate, Butyl Methoxydibenzoylmethane, C12-15 Alkyl Benzoate, Glyceryl Stearate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Phenylbenz - imidazole Sulfonic Acid, Sodium Ascorbyl Phosphate, Sodium Hyaluronate, Tocopheryl Acetate, Microcrystalline Cellulose, Copernicia Cerifera Cera, Hydrogenated Rapeseed Oil, Cetyl Palmi - tate, Sodium Stearoyl Glutamate, Xanthan Gum, Cellulose Gum, Sodium Hydroxide, Trisodium EDTA, Caprylyl Glycol, Phenoxyethanol, Linalool, Benzyl Alcohol, Linalyl Acetate, Alpha-Isomethyl Ionone, Citronellol, Vanillin, Parfum",200 ml
4005900370525,"Protect & Moisture, SPF20",Nivea Sun,Sunscreen,"Aqua, Alcohol Denat., Isopropyl Palmitate, Glycerin, C12-15 Alkyl Benzoate, Butyl Methoxydibenzoylmethane, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Gly - ceryl Stearate, Hydroxypropyl Starch Phosphate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Phenylbenzimidazole Sulfonic Acid, Ethylhexyl Triazone, Diethylhexyl Butamido Triazone, Sodium Hyaluronate, Sodium Ascorbyl Phosphate, Tocopheryl Acetate, Coper - nicia Cerifera Cera, Cetyl Palmitate, Hydrogenated Rapeseed Oil, Stearyl Alcohol, Sodium Stearoyl Glutamate, Diisostearoyl Polyglyceryl-3 Dimer Dilinoleate, Xanthan Gum, Silica Dimethyl Silylate, Sodium Hydroxide, Caprylyl Glycol, Trisodium Ethylenediamine Disuccinate, Phenoxy - ethanol, Linalool, Benzyl Alcohol, Linalyl Acetate, Alpha-Isomethyl Ionone, Citro - nellol, Yanillin, Parfum",200 ml
4005900602114,"Sensitive Immediate Peotect, SPF30","Nivea, Nivea Sun",Sunscreen,"Aqua, Alcohol Denat., Isopropyl Palmitate, Ethylhexyl Salicylate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Butyl Methoxydibenzoylmethane, Di - butyl Adipate, Butylene Glycol Dicaprylate/Dicaprate, Ethylhexyl Triazone, Glyceryl Stea - rate, Glycerin, Phenylbenzimidazole Sulfonic Acid, Simmondsia Chinensis Seed Oil, Aloe Barbadensis Leaf Juice Powder, Tocopheryl Acetate, Hydroxypropyl Starch Phosphate, Microcrystalline Cellulose, Copernicia Cerifera Cera, Hydrogenated Ra - peseed Oil, Silica Dimethyl Silylate, Cetyl Palmitate, Xanthan Gum, Hydroxyaceto - phenone, Sodium Stearoyl Glutamate, Ethylhexylglycerin, Trisodium EDTA, Cellulose Gum, Caprylyl Glycol, Sodium Hydroxide, Sodium Chloride",200 ml
4005900605498,"Sensitive Immediate Protect+, SPF30","Nivea, Nivea Sun",Sunscreen,"Aqua, Alcohol Denat., Isopropyl Palmitate, Ethylhexyl Salicylate, Butyl Methoxydibenzoylmethane, Dibutyl Adipate, Bis-Ethylhexyloxyphenol Methoxy - phenyl Triazine, Butylene Glycol Dicaprylate/Dicaprate, Ethylhexyl Triazone, Gly - ceryl Stearate, Phenylbenzimidazole Sulfonic Acid, Glycerin, Aloe Barbadensis Leaf Juice Powder, Simmondsia Chinensis Seed Oil, Tocopheryl Acetate, Copernicia Ceri - fera Cera, Hydrogenated Rapeseed Oil, Cetyl Palmitate, Microcrystalline Cellulose, Cellulose Gum, Xanthan Gum, Sodium Stearoyl Glutamate, Sodium Hydroxide, Sodium Chloride, Hydroxyacetophen - one, Caprylyl Glycol, Trisodium EDTA.",200 ml
7032069103432,"Solkrem, SPF30",REMA 1000,Sunscreen,"Aqua, C12-15 Alkyl Benzoate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Ethylhexyl Triazone, Glyceryl Stearate, Glycerin, Diethylhexyl Butamido Triazone, Ceteareth-20, Cetyl Palmitate, Ceteareth-12, Cetearyl Alcohol, Phenoxyethanol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Benzoic Acid, Sodium Hydroxide, Dehydroacetic Acid.",200 ml
4005900253668,Nivea Sun SPF50 Yüksek Güneş Koruyucu ve Nemlendirici Vücut Spreyi 200 ml,Nivea,"Sunscreen, Body sunscreens, Cosmetics, SPF 50+ sunscreens, Skin care, Sunscreen sprays","aqua, ethylhexyl salicylate, alcohol denat., butyl methoxydibenzoylmethane, homosalate, ethylhexyl triazone, bis-ethylhexyloxyphenol methoxyphenyl triazine, glyceryl stearate citrate, c12-15 alkyl benzoate, butylene glycol, glycerin, cetearyl alcohol, sodium phenylbenzimidazole sulfonate, vp/hexadecene copolymer, sodium stearoyl glutamate, sodium chloride, sodium acrylates/c10-30 alkyl acrylate crosspolymer, sodium hydroxide, trisodium edta, ethylhexylglycerin, phenoxyethanol, linalool, limonene, citronellol, alpha-isomethyl ionone, benzyl alcohol, geraniol, parfum",200 ml
8683036297181,the fair. Sun Light Shine SPF50+/PA++++ Parıltılı Güneş Koruyucu Vücut ve Saç Yağı,the fair.,Sunscreen,"Brassica Campestris Seed Oil, Caprylic/Capric Triglyceride, C13-15 Alkane, Ethylhexyl Salicylate, Octocrylene, Butyl Methoxydibenzoylmethane, Hydrogenated Castor Oil/Sebacic Acid Copolymer, Mica, Prunus Armeniaca Kernel Oil, Parfum, Titanium Dioxide, Iron Oxides, Tocopheryl Acetate, Hydroxycitronellal, Benzyl Salicylate, Linalool, Limonene, Geraniol",30 ml
4006000174686,Nivea Derma Skin Clear UV Fluid 50+SPF Akne Karşıtı Yüz Güneş Kremi 40 ml,Nivea,"Sunscreen, Cosmetics, Skin care","Aqua, Alcohol Denat., C12-15 Alkyl Benzoate, Ethylhexyl Triazone, Dibutyl Adipate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Phenylbenzimidazole Sulfonic Acid, Tapioca Starch, Polyglyceryl-6 Stearate, Distarch Phosphate, Silica Dimethyl Silylate, Glycerin, Niacinamide, Carnitine, Glycyrrhiza Inflata Root Extract, Tocopheryl Acetate, Polyglyceryl-6 Behenate, Glyceryl Stearate, Cetearyl Alcohol, Copernicia Cerifera Cera, Hydroxyacetophenone, Decylene Glycol, Hydroxypropyl Methylcellulose, Hydroxypropyl Starch Phosphate, Xanthan Gum, Oryza Sativa Starch, Trisodium Ethylenediamine Disuccinate, Sodium Hydroxide, Phenoxyethanol, Parfum",40 ml
4005900704795,Nivea Sun SPF50 Güneş Koruyucu ve Ferahlık Vücut Spreyi,Nivea,Sunscreen,"Alcohol Denat., C12-15 Alkyl Benzoate, Homosalate, Octocrylene, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Dibutyl Adipate, Propylheptyl Caprylate, Glycerin, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Acrylates/Octylacrylamide Copolymer, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Ethylhexyl Triazone, Tocopherol, Aqua, Linalool, Limonene, Benzyl Alcohol, Benzyl Salicylate, Alpha-Isomethyl Ionone, Citronellol, Coumarin, Geraniol, Methyl Benzoate, Hexyl Cinnamal, Parfum",200 ml
8697711740046,Herbaderm Dry Touch Sun Fluid SPF50+ Yoğun Nemlendirici Likit Güneş Koruyucu,Herbaderm,Sunscreen,"Aqua, Dicaprylyl Carbonate, Coco-Caprylate, Zinc Oxide, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Cetearyl Alcohol, Maleated Soybean Oil Glyceryl/Octyldodecanol Esters, Polyglyceryl-6 Stearate, Glycerin, Pentylene Glycol, Propanediol, Ethylhexyl Salicylate, Ethylhexyl Triazone, Niacinamide, Camellia Sinensis Leaf Extract, Ectoin, Inulin, Hippophae Rhamnoides Fruit Oil, Sodium Stearoyl Glutamate, Carnosine, Tocopherol, Oleanolic Acid, Acacia Senegal Gum, Xanthan Gum, Nordihydroguaiaretic Acid, Polyglyceryl-6 Behenate, Sodium Gluconate, Biotin, Butylene Glycol, PEG-60 Almond Glycerides, Carbomer, Cetyl Alcohol, Caprylyl Glycol, Sodium Metabisulfite, Sodium Citrate, Hydroxyacetophenone, Citric Acid",40 ml
3600524069728,L'Oréal Paris Revitalift Clinical SPF50+ Günlük Yüksek UV Korumalı Yüz Güneş Kremi,L'Oréal Paris,Sunscreen,"Aqua, Alcohol Denat., Diisopropyl Sebacate, Silica, Isopropyl Myristate, Ethylhexyl Salicylate, Ethylhexyl Triazone, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Butyl Methoxydibenzoylmethane, Glycerin, Propanediol, C12-22 Alkyl Acrylate/Hydroxyethylacrylate Copolymer, Drometrizole Trisiloxane, Perlite, Caprylic/Capric Triglyceride, Tocopherol, Ascorbyl Glucoside, Hydroxyacetophenone, Hydroxyethylcellulose, Sodium Hyaluronate, Triethanolamine, Trisodium Ethylenediamine Disuccinate, Caprylyl Glycol, Terephthalylidene Dicamphor Sulfonic Acid, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Parfum",50 ml
2050002929272,Bee Beauty Hipoalerjenik Güneş Koruyucu Yüz Kremi SPF50+,Bee Beauty,Sunscreen,,50 ml
2050001626424,Bee Beauty Güneşten Koruyucu Yaşlanma Karşıtı Yüz Kremi SPF50,Bee Beauty,Sunscreen,,50 ml
2050002929258,Bee Beauty Hipoalerjenik Güneş Koruyucu Losyonu SPF50+,Bee Beauty,Sunscreen,,100 ml
2050002929265,Bee Beauty Hipoalerjenik Güneş Sütü Çocuk & Bebek İçin SPF50+,Bee Beauty,Sunscreen,,100 ml
8684232440340,Clara Hygienics Pink Tone-Up SPF50+ Postbiyotik Destekli Ton Eşitleyici Güneş Kremi,Clara Hygienics,Sunscreen,"Aqua, Dibutyl Adipate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Calamine, Propylene Glycol, Ethylhexyl Triazone, Cetearyl Alcohol, Glycerin, Diethylhexyl Butamido Triazone, Methylene Bis-Benzotriazolyl Tetramethylbutylphenol, Centella Asiatica Flower/Leaf/Stem Extract, Bifida Ferment Lysate, Sodium Hyaluronate, Sorbitol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Xanthan Gum, Caprylyl Glycol, Ethylhexylglycerin, Phenoxyethanol, Inulin Lauryl Carbamate, Polymethyl Methacrylate, Potassium Cetyl Phosphate, Decyl Glucoside, Butylene Glycol, CI 17200",50 ml
8684438670176,Mia Klinika SPF50+ Pink Tone Up Ton Eşitleyici Pembe Yüz Güneş Kremi,Mia Klinika,Sunscreen,,50 ml
42360698,Nivea Sun Kids Hassas Koruma SPF50+ Güneş Roll-on,Nivea,Sunscreen,"Aqua, Alcohol Denat., Butyl Methoxydibenzoylmethane, Ethylhexyl Triazone, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Isopropyl Palmitate, C12-15 Alkyl Benzoate, Dibutyl Adipate, Butylene Glycol Dicaprylate/Dicaprate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Glyceryl Stearate, Glycerin, Phenylbenzimidazole Sulfonic Acid, Chamomilla Recutita Flower Extract, Tocopheryl Acetate, Microcrystalline Cellulose, Cellulose Gum, Xanthan Gum, C18-38 Alkyl Hydroxystearoyl Stearate, Copernicia Cerifera Cera, Hydrogenated Rapeseed Oil, Cetyl Palmitate, Sodium Stearoyl Glutamate, Sodium Hydroxide, Maltodextrin, Sodium Chloride, Hydroxyacetophenone, Ethylhexylglycerin, Caprylyl Glycol, Trisodium EDTA",50 ml
8809625244002,rom&nd Zero Sun Clean SPF50+ PA++++ Güneş Kremi 01 Fresh,rom&nd,Sunscreen,"Water, Dibutyl Adipate, Propanediol, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Polymethylsilsesquioxane, Ethylhexyl Triazone, Methylene Bis-Benzotriazolyl Tetramethylbutylphenol, Coco-Caprylate/Caprate, Caprylyl Methicone, Diethylhexyl Butamido Triazone, Glycerin, Butylene Glycol, 1,2-Hexanediol, Pentylene Glycol, Behenyl Alcohol, Poly C10-30 Alkyl Acrylate, Polyglyceryl-3 Methylglucose Distearate, Decyl Glucoside, Tromethamine, Carbomer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Olea Europaea Fruit Oil, Sodium Stearoyl Glutamate, Polyacrylate Crosspolymer-6, Ethylhexylglycerin, Xanthan Gum, Abies Sibirica Oil, T-Butyl Alcohol, Rosmarinus Officinalis Leaf Oil, Tocopherol, Salvia Sclarea Oil, Pelargonium Graveolens Flower Oil, Eugenia Caryophyllus Leaf Oil, Pogostemon Cablin Oil, Chamomilla Recutita Flower Oil, Juniperus Mexicana Oil, Anthemis Nobilis Flower Oil, Sea Water, Caprylic/Capric Triglyceride, Ecklonia Cava Extract, Salicornia Herbacea Extract",50 ml
8681529837159,Bade Natural SPF50 %100 Mineral Filtreli ve Doğal Yüksek Korumalı Güneş Stick,Bade Natural,Sunscreen,,16 g
8683548273369,Rimu Health Lekeli Ciltler İçin Cilt Tonu Eşitleyici Aydınlatıcı SPF50+ Güneş Kremi,Rimu Health,Sunscreen,"Aqua, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Niacinamide, Glycerin, Butyl Methoxydibenzoylmethane, Ethylhexyl Methoxycinnamate, Caprylic/Capric Triglyceride, Phenylbenzimidazole Sulfonic Acid, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Potassium Cetyl Phosphate, Ethylhexyl Triazone, C13-14 Isoparaffin, Hyaluronic Acid, Polyacrylamide, Hydrolyzed Glycosaminoglycans, Propanediol, Zinc Oxide, Arbutin, Glycyrrhiza Glabra Root Extract, Ascorbic Acid, Laureth-7, Phenoxyethanol, Stearic Acid, Ethylhexylglycerin, Persea Gratissima Fruit Extract, Phytosphingosine, Ceramide NP, Ceramide AP, Ceramide EOP, Cholesterol, Panthenol, Olea Europaea Oil, Parfum, Tocopherol, Disodium EDTA, Centella Asiatica Extract",50 ml
8682397031649,Maruderm Hassas Ciltler İçin SPF50+ Mineral Sprey Güneş Kremi,Maruderm,Sunscreen,"Aqua, Zinc Oxide, Glycerin, C12-15 Alkyl Benzoate, Caprylic/Capric Triglyceride, Methylene Bis-Benzotriazolyl Tetramethylbutylphenol, Ethylhexyl Triazone, Stearic Acid, Aloe Barbadensis Leaf Juice, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Centella Asiatica Leaf Extract, Chamomilla Recutita Flower Extract, Panthenol, Inulin Lauryl Carbamate, Decyl Glucoside, Potassium Cetyl Phosphate, Sodium PCA, Sodium Lactate, Lactic Acid, Arginine, Aspartic Acid, PCA, Propylene Glycol, Glycine, Alanine, Citric Acid, Serine, Valine, Proline, Threonine, Isoleucine, Histidine, Phenylalanine, Sodium Benzoate, Xanthan Gum, Potassium Sorbate",200 ml
7350104250003,Celenes Herbal SPF50+ Renkli Güneş Koruyucu Krem,Celenes,Sunscreen,"Aqua, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Ethylhexyl Triazone, Ethylhexyl Salicylate, C12-15 Alkyl Benzoate, Glyceryl Stearate SE, Ethylhexyl Palmitate, Zinc Oxide, Tapioca Starch, Polymethylsilsesquioxane, Ceteareth-25, VP/Hexadecene Copolymer, Glycerin, Coco-Caprylate/Caprate, Styrene/Acrylates Copolymer, Polyhydroxybutyrate, Phenoxyethanol, Titanium Dioxide, Tocopheryl Acetate, CI 77492, CI 77491, Amelanchier Alnifolia Fruit Extract, Butylene Glycol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Xanthan Gum, Hydrated Silica, Ethylhexylglycerin, Canola Oil, Daucus Carota Sativa Seed Oil, Helianthus Annuus Seed Oil, Beta-Carotene, Daucus Carota Sativa Root Extract, Ammonium Polyacrylate, Tetrasodium Glutamate Diacetate",50 ml
4005900546272,Nivea Q10 Power Kırışıklık Karşıtı ve Sıkılaştırıcı Gündüz Yüz Bakım Kremi 50 ml,Nivea,"Day creams, Facial sunscreens, Anti-aging creams, Cosmetics, Face care, Face moisturizers, Skin care","Aqua, Glycerin, Cetearyl Alcohol, Methylpropanediol, Tapioca Starch, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Dicaprylyl Carbonate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Ethylhexyl Stearate, Ethylhexyl Triazone, Phenylbenzimidazole Sulfonic Acid, Behenyl Alcohol, Triisostearin, Glyceryl Stearate, Ubiquinone, Creatine, 1-Methylhydantoin-2-Imide, Tocopherol, Sodium Stearoyl Glutamate, Ethylhexylglycerin, Xanthan Gum, Sodium Chloride, Trisodium EDTA, Sodium Hydroxide, Phenoxyethanol, Parfum",50 ml
5900117008393,Jantar Sun,Farmona,Facial sunscreens,"Aqua (Water), Octocrylene, Ethylhexyl Methoxycinnamate, Glycerin, C12-15 AlkylAqua (Water), Octocrylene, Butyl Methoxydibenzoylmethane, Titanium Dioxide (nano), Glycerin, C12-15 Alkyl Benzoate, Ethylhexyl Methoxycinnamate, Aluminum Starch Octenylsuccinate, Cetearyl Alcohol, Ethylhexyl Stearate, Niacinamide, Coco-Caprylate/Caprate, Butyrospermum Parkii (Shea) Butter, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Thermus Thermophilus Ferment, Tropaeolum Majus (Nasturtium) Flower/Leaf/Stem Extract, Hydrolyzed Wheat Protein/PVP Crosspolymer, Tocopheryl Acetate, Allantoin, Amber Extract, Propylene Glycol, Ceteareth-20, Silica, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Polysorbate 60, Sorbitan Isostearate, Xanthan Gum, Disodium EDTA, Sodium Hydroxide, Parfum Fragrance), Triethyl Citrate, Caprylyl Glycol, Benzoic Acid, Phenoxyethanol, Potassium Sorbate, Ethylhexylglycerin.",50 ml
0850020056545,Solar Mate Daily Mineral Sunscreen Broad Spectrum SPF 40,Bubble Beauty,Sunscreen,"Zinc oxide 12%, Water (Aqua), Isoamyl Laurate, Glycerin, Caprylic/Capric Triglyceride, Butyloctyl Salicylate, Polyglyceryl-10 Stearate, Poly C10-30 Alkyl Acrylate, Polyhydroxystearic Acid, Cetearyl Olivate, Sorbitan Olivate, Rubus Idaeus (Raspberry) Seed Oil, Panax Ginseng Root Extract, Theobroma Cacao (Cocoa) Seed Extract, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Hydroxyacetophenone, Polyglyceryl-10 Laurate, Microcrystalline Cellulose, Butylene Glycol, Xanthan Gum, Cellulose Gum, Phenoxyethanol",
3337875917872,"Anthelios UVMUNE 400, Face & Body hydrating milk",LA ROCHE-POSAY,Sunscreen,"WATER, ISOPROPYL PALMITATE, ACOHOL DENAT, BUTYL METHOXYDIBENZOYLMETHANE, ETHYLHEXYL TRIAZONE, BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, GLYCERIN, PROPANEDIOL, DICAPRYLYL ETHER, TRIETHANOLAMINE,  PHENYLBENZIMIDAZOLE SULFONIC ACID, DIISOPROPYL ADIPATE, DIISOPROPYL SEBACATE, DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE OXIDIZED CHACETATE COPERNICIA CERIFERA CERA/CARNAUBA WAX DE CARNAUBA METHOXYPROPYLAMINO CYCLOHEXENYLIDENE • Tout ce qu'il faut savol HOYETHYLCYANOACETATE PENTYLENE GLYCOL C12-22 ALKYL All you need to know TEHYDROXYETHYLACRYLATE COPOLYMER ACRYLATES COPOLYMER ATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER BUTYROSPERMUM BUTTER/SHEA BUTTER CAPRYLYL GLYCOL CITRIC ACID MERIZOLE TRISILOXANE HYDROXYETHYLCELLULOSE : ALDENE DICAMPHOR SULFONIC ACID TOCOPHEROL TRISODIUM ENE DISUCCINATE XANTHAN GUM",150 ml
3600542520454,Sensitive expert + Spf 50+,"Garnier, Garnier ambre solaire",Sunscreen,"AQUA/WATER, ALCOHOL DENAT., ETHYLHEXYL SALICYLATE, ETHYLHEXYL TRIAZONE, BUTYL METHOXYDIBENZOYLMETHANE. BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, ISOPROPYL PALMITATE, DIISOPROPYL ADIPATE, GLYCERIN, PROPANEDIOL, PHENYLBENZIMIDAZOLE SULFONIC ACID, DICAPRYLYL ETHER, TRIETHANOLAMINE, C12-22 ALKYL ACRYLATE/HYDROXYETHYLACRYLATE COPOLYMER, TOCOPHEROL, HYDROXYACETOPHENONE, SODIUM POLYACRYLATE, SODIUM BENZOATE, TRISODIUM ETHYLENEDIAMINE DISUCCINATE, DROMETRIZOLE TRISILOXANE, ALOE BARBADENSIS LEAF JUICE, CAPRYLYL GLYCOL, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, CERAMIDE NP, CITRIC ACID, POTASSIUM SORBATE.",150 ml
